title,rank,date,artist,url,region,chart,trend,streams
Despacito (Featuring Daddy Yankee),1,2017-03-01,Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,Argentina,top200,SAME_POSITION,365941
El Amante,2,2017-03-01,Nicky Jam,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,Argentina,top200,SAME_POSITION,179697
ReggaetÃ³n Lento (Bailemos),3,2017-03-01,CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,Argentina,top200,SAME_POSITION,169647
Shape of You,4,2017-03-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Argentina,top200,SAME_POSITION,168495
Chantaje (feat. Maluma),5,2017-03-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Argentina,top200,SAME_POSITION,141696
La Rompe Corazones,6,2017-03-01,"Daddy Yankee, Ozuna",https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,Argentina,top200,MOVE_UP,130672
Cuando Se Pone a Bailar,7,2017-03-01,Rombai,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,Argentina,top200,MOVE_DOWN,128087
Otra vez (feat. J Balvin),8,2017-03-01,Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,Argentina,top200,SAME_POSITION,120630
Vacaciones,9,2017-03-01,Wisin,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,Argentina,top200,SAME_POSITION,110434
Me llamas (feat. Maluma) - Remix,10,2017-03-01,Piso 21,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,Argentina,top200,SAME_POSITION,109087
Vente Pa' Ca (feat. Maluma),11,2017-03-01,Ricky Martin,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,Argentina,top200,SAME_POSITION,100269
Safari,12,2017-03-01,"J Balvin, Pharrell Williams, BIA, Sky",https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,Argentina,top200,SAME_POSITION,98475
"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",13,2017-03-01,"IAmChino, El Chacal",https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,Argentina,top200,MOVE_UP,94426
Traicionera,14,2017-03-01,Sebastian Yatra,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,Argentina,top200,MOVE_DOWN,94129
Gyal You A Party Animal - Remix,15,2017-03-01,"Charly Black, Daddy Yankee",https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,Argentina,top200,SAME_POSITION,91131
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",16,2017-03-01,Anuel AA,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,Argentina,top200,SAME_POSITION,87557
Shaky Shaky,17,2017-03-01,Daddy Yankee,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,Argentina,top200,SAME_POSITION,76493
Manicomio,18,2017-03-01,Cosculluela,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,Argentina,top200,MOVE_UP,75036
Dile Que Tu Me Quieres,19,2017-03-01,Ozuna,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,Argentina,top200,SAME_POSITION,74621
Amor para un Rato,20,2017-03-01,Olvidate!,https://open.spotify.com/track/47EEKhimMiDtUfYNR5Ii58,Argentina,top200,MOVE_DOWN,73433
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),21,2017-03-01,Enrique Iglesias,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,Argentina,top200,MOVE_UP,72656
Te Quiero PaÂ´Mi,22,2017-03-01,"Don Omar, Zion & Lennox",https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,Argentina,top200,SAME_POSITION,72620
Andas En Mi Cabeza,23,2017-03-01,"Chino & Nacho, Daddy Yankee",https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,Argentina,top200,MOVE_DOWN,71284
Rockabye (feat. Sean Paul & Anne-Marie),24,2017-03-01,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Argentina,top200,SAME_POSITION,67919
"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",25,2017-03-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Argentina,top200,MOVE_UP,67679
La Bicicleta,26,2017-03-01,"Carlos Vives, Shakira",https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,Argentina,top200,MOVE_DOWN,64525
Carnavalintro,27,2017-03-01,Chano,https://open.spotify.com/track/0tGAPnTFwRJA6FZgYZ0BAe,Argentina,top200,MOVE_DOWN,63399
Chained To The Rhythm,28,2017-03-01,"Katy Perry, Skip Marley",https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,Argentina,top200,MOVE_UP,62871
24K Magic,29,2017-03-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Argentina,top200,MOVE_UP,61817
Let Me Love You,30,2017-03-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Argentina,top200,MOVE_UP,61109
Paris,31,2017-03-01,The Chainsmokers,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,Argentina,top200,MOVE_UP,59266
Traicionera - Remix,32,2017-03-01,"Sebastian Yatra, Cosculluela, Cali Y El Dandee",https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,Argentina,top200,MOVE_DOWN,58506
Chillax (feat. Ky-Mani Marley),33,2017-03-01,Farruko,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,Argentina,top200,SAME_POSITION,57429
Borro Cassette,34,2017-03-01,Maluma,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,Argentina,top200,MOVE_DOWN,57211
La Noche No Es para Dormir,35,2017-03-01,Mano Arriba,https://open.spotify.com/track/3gEebOzxHpEwElicl1XBy0,Argentina,top200,MOVE_DOWN,56446
I Feel It Coming,36,2017-03-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Argentina,top200,MOVE_UP,56352
No Llores,37,2017-03-01,LOAN,https://open.spotify.com/track/07GOnZWIiHWjLzUsaTv5yO,Argentina,top200,MOVE_DOWN,52659
Closer,38,2017-03-01,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Argentina,top200,MOVE_UP,52100
Don't Wanna Know,39,2017-03-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Argentina,top200,MOVE_UP,52018
Desde Esa Noche (feat. Maluma),40,2017-03-01,Thalia,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,Argentina,top200,MOVE_DOWN,51876
Llamame Mas Temprano,41,2017-03-01,Mano Arriba,https://open.spotify.com/track/5aHJug2wnupoGfgfxRudsk,Argentina,top200,MOVE_DOWN,49811
Starboy,42,2017-03-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Argentina,top200,MOVE_UP,48331
My Way,43,2017-03-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Argentina,top200,MOVE_UP,45612
No Quiere Enamorarse (Remix) [feat. Daddy Yankee],44,2017-03-01,Ozuna,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,Argentina,top200,MOVE_DOWN,45406
Cold Water (feat. Justin Bieber & MÃ),45,2017-03-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Argentina,top200,MOVE_UP,44797
"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",46,2017-03-01,Maluma,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,Argentina,top200,MOVE_DOWN,44406
In the Name of Love,47,2017-03-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Argentina,top200,MOVE_UP,44239
Pasarla Bien,48,2017-03-01,Marama,https://open.spotify.com/track/0ZzVPCGdkpKcxAzMNDD5UZ,Argentina,top200,MOVE_DOWN,43341
Something Just Like This,49,2017-03-01,"The Chainsmokers, Coldplay",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Argentina,top200,MOVE_UP,42362
DUELE EL CORAZON (feat. Wisin),50,2017-03-01,Enrique Iglesias,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,Argentina,top200,MOVE_DOWN,41894
Pull-Up,51,2017-03-01,Jason Derulo,https://open.spotify.com/track/1SYqEFrLotYNBTJbNXKEa5,Argentina,top200,MOVE_DOWN,41861
It Ain't Me (with Selena Gomez),52,2017-03-01,Kygo,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,Argentina,top200,MOVE_UP,40354
Me RehÃºso,53,2017-03-01,Danny Ocean,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,Argentina,top200,MOVE_DOWN,40181
Scared to Be Lonely,54,2017-03-01,"Martin Garrix, Dua Lipa",https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,Argentina,top200,MOVE_UP,37598
Side To Side,55,2017-03-01,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Argentina,top200,MOVE_DOWN,37321
Piel a Piel,56,2017-03-01,Dame 5,https://open.spotify.com/track/2q3B7GLCEA4uYvuo2g5P82,Argentina,top200,MOVE_DOWN,35467
Alguien Robo,57,2017-03-01,"Sebastian Yatra, Nacho, Wisin",https://open.spotify.com/track/5i50gKdLAjjIr7UxRT5IVy,Argentina,top200,MOVE_UP,34567
Si me dices que sÃ­ (feat. Nicky Jam),58,2017-03-01,Cosculluela,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,Argentina,top200,MOVE_UP,32081
Lumbra,59,2017-03-01,"Cali Y El Dandee, Shaggy",https://open.spotify.com/track/6VHdcVbiKLYYOcMbIqBcuK,Argentina,top200,MOVE_UP,31877
Ando buscando (feat. Piso 21),60,2017-03-01,Carlos Baute,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,Argentina,top200,SAME_POSITION,31737
Bailame Despacio,61,2017-03-01,"Xantos, Dynell",https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,Argentina,top200,MOVE_DOWN,31493
That's What I Like,62,2017-03-01,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,Argentina,top200,MOVE_UP,30280
QuÃ© Gano OlvidÃ¡ndote (feat. Zion & Lennox) - VersiÃ³n Urbana,63,2017-03-01,Reik,https://open.spotify.com/track/3H179O48ynsu9q8LOnFQZY,Argentina,top200,SAME_POSITION,28657
Castle on the Hill,64,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Argentina,top200,MOVE_UP,27137
"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",65,2017-03-01,"Ozuna, Bad Bunny, Farruko, Ãengo Flow",https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,Argentina,top200,MOVE_DOWN,26826
Sigo ExtraÃ±Ã¡ndote,66,2017-03-01,J Balvin,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,Argentina,top200,MOVE_UP,26546
En el SÃ©ptimo DÃ­a (SEP7IMO DIA),67,2017-03-01,Soda Stereo,https://open.spotify.com/track/2OYXpaYf86alQxLNsv8zYD,Argentina,top200,MOVE_DOWN,25577
Believer,68,2017-03-01,Imagine Dragons,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,Argentina,top200,MOVE_UP,25081
Soy Peor,69,2017-03-01,Bad Bunny,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0,Argentina,top200,MOVE_UP,25051
El Perdedor (feat. Yandel) - The Remix,70,2017-03-01,Maluma,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,Argentina,top200,SAME_POSITION,24492
Cold,71,2017-03-01,"Maroon 5, Future",https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,Argentina,top200,MOVE_UP,24487
Te Vas,72,2017-03-01,Ozuna,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,Argentina,top200,MOVE_DOWN,24066
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),73,2017-03-01,Major Lazer,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,Argentina,top200,MOVE_UP,23594
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",74,2017-03-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Argentina,top200,MOVE_DOWN,23383
Just Hold On,75,2017-03-01,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Argentina,top200,MOVE_UP,23236
SÃ© Que Te Duele,76,2017-03-01,"Alejandro FernÃ¡ndez, Morat",https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,Argentina,top200,MOVE_UP,22785
Amor y dolor,77,2017-03-01,"Carlos Baute, Alexis y Fido",https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,Argentina,top200,MOVE_UP,22754
Bobo,78,2017-03-01,J Balvin,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,Argentina,top200,MOVE_DOWN,22492
Mi tesoro (feat. Nicky Jam),79,2017-03-01,Zion & Lennox,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,Argentina,top200,SAME_POSITION,22270
El Equivocado,80,2017-03-01,Mano Arriba,https://open.spotify.com/track/5vy1C7DD9xJ5fRB3KqV6Kq,Argentina,top200,MOVE_DOWN,21911
Encantadora (feat. Farruko & Zion & Lennox) - Remix,81,2017-03-01,"Yandel, Egbert Rosa aka Haze",https://open.spotify.com/track/0EpFfFZpCuqYFzHvxOtrZS,Argentina,top200,MOVE_UP,21845
Tu Ritmo,82,2017-03-01,Los Bonnitos,https://open.spotify.com/track/0BFgCEE7ozbyB1PpLpLyhM,Argentina,top200,MOVE_DOWN,21505
One Dance,83,2017-03-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Argentina,top200,MOVE_UP,21406
"Simple (feat. Cosculluela, Nengo Flow & Baby Rasta y Gringo)",84,2017-03-01,"DJ Luian, Ozuna, Mambo Kingz, Ãengo Flow",https://open.spotify.com/track/15kZDQoTtpkya2kG8ZPJoi,Argentina,top200,MOVE_UP,21337
Call On Me - Ryan Riback Extended Remix,85,2017-03-01,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Argentina,top200,MOVE_UP,21254
Vida Tranquila,86,2017-03-01,JuliÃ¡n Serrano,https://open.spotify.com/track/3gM8KetN3T4mQE4AO2vAHD,Argentina,top200,MOVE_UP,21233
Sin Contrato (feat. Fifth Harmony),87,2017-03-01,Maluma,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,Argentina,top200,MOVE_DOWN,21228
Shed a Light,88,2017-03-01,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Argentina,top200,MOVE_UP,21214
Hasta el Amanecer,89,2017-03-01,Nicky Jam,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,Argentina,top200,MOVE_DOWN,21209
Al Filo de Tu Amor,90,2017-03-01,Carlos Vives,https://open.spotify.com/track/77a9893yxuz36cBUmBzA8E,Argentina,top200,MOVE_DOWN,21197
Ya Me EnterÃ© (feat. Nicky Jam) - Urban Version,91,2017-03-01,Reik,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,Argentina,top200,MOVE_DOWN,21182
Thinking out Loud,92,2017-03-01,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Argentina,top200,MOVE_UP,20623
Me Ama Me Odia,93,2017-03-01,"Ozuna, Cosculluela, Revol",https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,Argentina,top200,MOVE_DOWN,20598
La Gozadera (feat. Marc Anthony),94,2017-03-01,Gente De Zona,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,Argentina,top200,MOVE_DOWN,20072
Photograph,95,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Argentina,top200,MOVE_UP,19976
Issues,96,2017-03-01,Julia Michaels,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,Argentina,top200,MOVE_UP,19968
Say You Won't Let Go,97,2017-03-01,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Argentina,top200,MOVE_UP,19762
No Me Olvides,98,2017-03-01,La Beriso,https://open.spotify.com/track/7LDUiraavMZ6mb8hK3mXkj,Argentina,top200,MOVE_UP,19696
Hear Me Now,99,2017-03-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Argentina,top200,MOVE_UP,18765
Deu Onda,100,2017-03-01,MC G15,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,Argentina,top200,MOVE_DOWN,18728
Fuego,101,2017-03-01,Juanes,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,Argentina,top200,MOVE_UP,18656
I Took A Pill In Ibiza - Seeb Remix,102,2017-03-01,Mike Posner,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,Argentina,top200,MOVE_DOWN,18654
"How Far I'll Go - From ""Moana""",103,2017-03-01,Alessia Cara,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,Argentina,top200,MOVE_UP,18372
Stressed Out,104,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Argentina,top200,MOVE_UP,18243
Sin Contrato (feat. Don Omar & Wisin) - Remix,105,2017-03-01,Maluma,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,Argentina,top200,MOVE_DOWN,18226
Se Pone Loca,106,2017-03-01,"CantoParaBailar, Lucas Sugo",https://open.spotify.com/track/0FVuUna31PTRmWGLs8W1o4,Argentina,top200,MOVE_DOWN,18098
De Pies A Cabeza,107,2017-03-01,"ManÃ¡, Nicky Jam",https://open.spotify.com/track/2CkHE54EH44Qj945ynQRw7,Argentina,top200,MOVE_UP,18090
Comerte a Besos,108,2017-03-01,"Pijama Party, Cande Buasso",https://open.spotify.com/track/4UHZMWgKDjJ1zS0t6f6qPv,Argentina,top200,MOVE_DOWN,18034
Noche Loca,109,2017-03-01,"Marama, Rombai",https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,Argentina,top200,MOVE_DOWN,17825
Madrugada,110,2017-03-01,La Beriso,https://open.spotify.com/track/4SGCn3ZVXa7bepHuAdQvC9,Argentina,top200,MOVE_UP,17774
La Bicicleta (feat. Maluma) - Remix,111,2017-03-01,"Carlos Vives, Shakira",https://open.spotify.com/track/7IRuf7FrdQvOGs0g9mSNGr,Argentina,top200,MOVE_DOWN,17661
Stay (with Alessia Cara),112,2017-03-01,Zedd,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,Argentina,top200,MOVE_UP,17657
Baila,113,2017-03-01,Agapornis,https://open.spotify.com/track/3iS4VBJ3Bg1HyL3e6WNpgi,Argentina,top200,MOVE_DOWN,17635
Papi Shampu,114,2017-03-01,Papichamp,https://open.spotify.com/track/0o221VNm4azkzYYLtxDGgV,Argentina,top200,MOVE_DOWN,17569
Treat You Better,115,2017-03-01,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Argentina,top200,MOVE_UP,17533
AcÃ©rcate (feat. Nicky Jam) - Remix,116,2017-03-01,De La Ghetto,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,Argentina,top200,SAME_POSITION,17516
Love Yourself,117,2017-03-01,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,Argentina,top200,MOVE_UP,17423
Rompecabezas de Amor,118,2017-03-01,Las Pastillas del Abuelo,https://open.spotify.com/track/6qs5C2MEAHfF2jUdEzpWut,Argentina,top200,MOVE_UP,17268
We Don't Talk Anymore (feat. Selena Gomez),119,2017-03-01,Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,Argentina,top200,MOVE_UP,17268
Cheap Thrills,120,2017-03-01,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,Argentina,top200,MOVE_UP,17103
Creo,121,2017-03-01,Callejeros,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ,Argentina,top200,MOVE_UP,16961
Locuras contigo,122,2017-03-01,Rombai,https://open.spotify.com/track/5jMvnSyOgGY8JpvHqeyVOg,Argentina,top200,MOVE_DOWN,16775
Aventura,123,2017-03-01,"Pijama Party, Valentina Olguin",https://open.spotify.com/track/1y9mv4NMheIuIUKf9hsIsy,Argentina,top200,MOVE_DOWN,16707
Caile (feat. Zion & De La Ghetto),124,2017-03-01,"Revol, Bad Bunny, Bryant Myers",https://open.spotify.com/track/626rYyBfeAeleh1F5t4B70,Argentina,top200,MOVE_UP,16692
Otra copa (feat. Farruko),125,2017-03-01,Justin Quiles,https://open.spotify.com/track/5KX51uLJYo1S1MmITG7lHD,Argentina,top200,MOVE_UP,16568
Ride,126,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,Argentina,top200,MOVE_DOWN,16483
Heathens,127,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Argentina,top200,MOVE_UP,16440
Cake By The Ocean,128,2017-03-01,DNCE,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,Argentina,top200,MOVE_DOWN,16432
Crimen,129,2017-03-01,Gustavo Cerati,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp,Argentina,top200,MOVE_UP,16330
Slide (feat. Frank Ocean & Migos),130,2017-03-01,"Calvin Harris, Funk Wav",https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,Argentina,top200,MOVE_UP,16309
Llegaste tÃº (feat. Reykon),131,2017-03-01,SofÃ­a Reyes,https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL,Argentina,top200,MOVE_UP,16224
Spaghetti del Rock,132,2017-03-01,Divididos,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr,Argentina,top200,MOVE_UP,16213
Don't Let Me Down (feat. Daya),133,2017-03-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Argentina,top200,MOVE_UP,16096
Lo Intentamos,134,2017-03-01,Marama,https://open.spotify.com/track/4Kzk0koKwzCMiIx4rAqCZp,Argentina,top200,MOVE_DOWN,16052
Si Ella Quisiera - Remix,135,2017-03-01,"Justin Quiles, Yandel, Gadiel",https://open.spotify.com/track/0A2h9QjoPdbVwa9LFiijqM,Argentina,top200,MOVE_UP,15990
Ruleta Rusa,136,2017-03-01,Kevin Roldan,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,Argentina,top200,MOVE_DOWN,15822
Baila Conmigo,137,2017-03-01,"Juan MagÃ¡n, Luciana",https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,Argentina,top200,MOVE_DOWN,15710
Me Gusta,138,2017-03-01,Ciro y los Persas,https://open.spotify.com/track/3pMo77B4r1NwwIK78lO4xf,Argentina,top200,MOVE_UP,15415
El chisme,139,2017-03-01,Reykon,https://open.spotify.com/track/4VXejnj5WgM6H72ct2fSgQ,Argentina,top200,MOVE_DOWN,15412
El Perdedor,140,2017-03-01,Maluma,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,Argentina,top200,MOVE_DOWN,15369
The Scientist,141,2017-03-01,Coldplay,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,Argentina,top200,MOVE_UP,15315
Deja Que Te Bese,142,2017-03-01,"Alejandro Sanz, Marc Anthony",https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,Argentina,top200,MOVE_UP,15081
Vente Pa' Ca (feat. Maluma) - Urban Remix,143,2017-03-01,Ricky Martin,https://open.spotify.com/track/3pI6VigoXHkcL3VYLJfBhq,Argentina,top200,MOVE_DOWN,15058
Solo Dance,144,2017-03-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Argentina,top200,MOVE_UP,15038
Otra Cosa,145,2017-03-01,"Daddy Yankee, Natti Natasha",https://open.spotify.com/track/3g8HfTlZYA72i9V2JPwXOb,Argentina,top200,MOVE_UP,14924
Nunca quise,146,2017-03-01,Intoxicados,https://open.spotify.com/track/0ZAJ660VP57lLK4U7NlGOy,Argentina,top200,MOVE_UP,14901
Sorry,147,2017-03-01,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,Argentina,top200,MOVE_DOWN,14825
Tu Arreglapenas,148,2017-03-01,La Reserva,https://open.spotify.com/track/01M85JZm3JMyHrWzvkfO5X,Argentina,top200,MOVE_DOWN,14691
Deja De Llorar,149,2017-03-01,El Polaco,https://open.spotify.com/track/3tddzXTgneWrkV2cYNUBZe,Argentina,top200,MOVE_DOWN,14672
Work,150,2017-03-01,"Rihanna, Drake",https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,Argentina,top200,MOVE_DOWN,14596
Su Novio Anterior,151,2017-03-01,"El Villano, J-One, Newyorkeeno",https://open.spotify.com/track/64CvAy6EPQpxCNbW2LNze9,Argentina,top200,MOVE_DOWN,14564
Rocanroles Sin Destino,152,2017-03-01,Callejeros,https://open.spotify.com/track/46yA2K9FA0PaCbeWkezvFC,Argentina,top200,MOVE_UP,14371
Tan FÃ¡cil,153,2017-03-01,CNCO,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,Argentina,top200,MOVE_DOWN,14310
TÃº SÃ­ Sabes Quererme (feat. Los Macorinos),154,2017-03-01,Natalia Lafourcade,https://open.spotify.com/track/6p3yxt0uJJshAS3CT0znQg,Argentina,top200,NEW_ENTRY,14114
Ganas Locas (feat. Farruko),155,2017-03-01,Prince Royce,https://open.spotify.com/track/7JpzzaCzljQdfnG7wPRqSe,Argentina,top200,MOVE_UP,13984
Quisiera,156,2017-03-01,CNCO,https://open.spotify.com/track/4iPV0gcc8keTFl6qxqP73M,Argentina,top200,MOVE_UP,13893
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),157,2017-03-01,"Arcangel, Bad Bunny",https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,Argentina,top200,MOVE_UP,13873
Hasta la luna,158,2017-03-01,#TocoParaVos,https://open.spotify.com/track/1A3yLIqelu1D7MCtw06Cu7,Argentina,top200,MOVE_DOWN,13852
Puente,159,2017-03-01,Gustavo Cerati,https://open.spotify.com/track/6gwaa6ElIixNTvu6RwkMyo,Argentina,top200,MOVE_DOWN,13830
Bad Things (with Camila Cabello),160,2017-03-01,Machine Gun Kelly,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,Argentina,top200,MOVE_UP,13732
Hymn for the Weekend - Seeb Remix,161,2017-03-01,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,Argentina,top200,MOVE_UP,13576
