title,rank,date,artist,url,region,chart,trend,streams
Swang,45,2017-03-01,Rae Sremmurd,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,Canada,top200,SAME_POSITION,48864
One Dance,46,2017-03-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Canada,top200,MOVE_DOWN,48379
Don't Wanna Know,47,2017-03-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Canada,top200,SAME_POSITION,47597
Now and Later,48,2017-03-01,Sage The Gemini,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,Canada,top200,SAME_POSITION,47412
Caroline,49,2017-03-01,AminÃ©,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,Canada,top200,SAME_POSITION,47109
Party Monster,50,2017-03-01,The Weeknd,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,Canada,top200,SAME_POSITION,46740
Sooner Or Later,51,2017-03-01,Aaron Carter,https://open.spotify.com/track/6wV12xIUb8oFY7lBy4KuQe,Canada,top200,SAME_POSITION,43307
Romantic - NOTD Remix,52,2017-03-01,Stanaj,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,Canada,top200,MOVE_UP,41757
Reminder,53,2017-03-01,The Weeknd,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,Canada,top200,SAME_POSITION,41657
Love On The Brain,54,2017-03-01,Rihanna,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,Canada,top200,MOVE_UP,41404
Swalla (feat. Nicki Minaj & Ty Dolla $ign),55,2017-03-01,Jason Derulo,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,Canada,top200,MOVE_UP,40788
It's Gotta Be You,56,2017-03-01,Isaiah Firebrace,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,Canada,top200,MOVE_DOWN,40781
Let Me Love You,57,2017-03-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Canada,top200,MOVE_UP,40505
Don't Leave,58,2017-03-01,"Snakehips, MÃ",https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,Canada,top200,MOVE_DOWN,40479
The Other,59,2017-03-01,Lauv,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,Canada,top200,MOVE_DOWN,40316
Despacito (Featuring Daddy Yankee),60,2017-03-01,Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,Canada,top200,MOVE_DOWN,39975
Black Beatles,61,2017-03-01,"Rae Sremmurd, Gucci Mane",https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,Canada,top200,MOVE_DOWN,39698
Moves,62,2017-03-01,Big Sean,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,Canada,top200,MOVE_DOWN,38865
Starving,63,2017-03-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Canada,top200,MOVE_UP,38402
X (feat. Future),64,2017-03-01,"21 Savage, Metro Boomin",https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,Canada,top200,MOVE_UP,37409
Water Under the Bridge,65,2017-03-01,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,Canada,top200,MOVE_UP,36556
Let Me Love You (feat. Chris Crone),66,2017-03-01,SJUR,https://open.spotify.com/track/2jfCy43LsFbCQoB6HyetlY,Canada,top200,MOVE_UP,35423
Side To Side,67,2017-03-01,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Canada,top200,SAME_POSITION,35322
Rolex,68,2017-03-01,Ayo & Teo,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt,Canada,top200,MOVE_UP,34995
24K Magic,69,2017-03-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Canada,top200,MOVE_DOWN,34573
Sneakinâ,70,2017-03-01,"Drake, 21 Savage",https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,Canada,top200,MOVE_UP,33876
No Problem (feat. Lil Wayne & 2 Chainz),71,2017-03-01,Chance the Rapper,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,Canada,top200,MOVE_DOWN,33727
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),72,2017-03-01,Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,Canada,top200,MOVE_UP,33356
Love,73,2017-03-01,Lana Del Rey,https://open.spotify.com/track/0n2bvWvMwr0gbjcuTm92eW,Canada,top200,MOVE_DOWN,33154
Redbone,74,2017-03-01,Childish Gambino,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,Canada,top200,MOVE_UP,33105
Broccoli (feat. Lil Yachty),75,2017-03-01,Shelley FKA DRAM,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,Canada,top200,SAME_POSITION,33036
I Would Like,76,2017-03-01,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,Canada,top200,MOVE_DOWN,32949
Cold Water (feat. Justin Bieber & MÃ),77,2017-03-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Canada,top200,MOVE_DOWN,32558
Deja Vu,78,2017-03-01,J. Cole,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,Canada,top200,MOVE_UP,31240
Chill Bill (feat. J. Davi$ & Spooks),79,2017-03-01,Rob $tone,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,Canada,top200,SAME_POSITION,31213
In the Name of Love,80,2017-03-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Canada,top200,MOVE_DOWN,31048
Lot to Learn,81,2017-03-01,Luke Christopher,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,Canada,top200,MOVE_UP,30417
Get Right Witcha,82,2017-03-01,Migos,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj,Canada,top200,MOVE_UP,30376
pick up the phone,83,2017-03-01,"Young Thug, Travis Scott",https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,Canada,top200,SAME_POSITION,29896
Who Do You Love,84,2017-03-01,Marianas Trench,https://open.spotify.com/track/5KAgd2yW7tktrKDsJhO9Fr,Canada,top200,MOVE_UP,29873
Slippery (feat. Gucci Mane),85,2017-03-01,Migos,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,Canada,top200,MOVE_DOWN,29775
Lighthouse - Andrelli Remix,86,2017-03-01,Hearts & Colors,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,Canada,top200,MOVE_DOWN,29630
History,87,2017-03-01,Olivia Holt,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,Canada,top200,MOVE_UP,29555
Both (feat. Drake),88,2017-03-01,Gucci Mane,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,Canada,top200,MOVE_DOWN,29206
Down,89,2017-03-01,Marian Hill,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB,Canada,top200,MOVE_DOWN,28520
No Heart,90,2017-03-01,"21 Savage, Metro Boomin",https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,Canada,top200,MOVE_UP,28458
Make Me (Cry),91,2017-03-01,"Noah Cyrus, Labrinth",https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,Canada,top200,MOVE_DOWN,28356
Not Nice,92,2017-03-01,PARTYNEXTDOOR,https://open.spotify.com/track/4STaHtfguDMkWbPEo6Fwcx,Canada,top200,MOVE_UP,28211
Lights Out,93,2017-03-01,Virginia To Vegas,https://open.spotify.com/track/07ARBxsDbIdAxLwuRCkGJ4,Canada,top200,MOVE_UP,28122
Mercy,94,2017-03-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Canada,top200,MOVE_UP,28040
No Favors,95,2017-03-01,"Big Sean, Eminem",https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8,Canada,top200,MOVE_DOWN,28008
The Greatest (feat. Kendrick Lamar),96,2017-03-01,Sia,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,Canada,top200,SAME_POSITION,27884
goosebumps,97,2017-03-01,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,Canada,top200,MOVE_DOWN,27800
Heathens,98,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Canada,top200,MOVE_DOWN,27431
Don't Let Me Down (feat. Daya),99,2017-03-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Canada,top200,MOVE_DOWN,27294
Feels Right - Galloway Remix,100,2017-03-01,Jocelyn Alice,https://open.spotify.com/track/41xpFBBttwitDVd7rEDc2p,Canada,top200,MOVE_UP,27058
Too Good,101,2017-03-01,"Drake, Rihanna",https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,Canada,top200,MOVE_UP,26644
This Town,102,2017-03-01,Niall Horan,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,Canada,top200,MOVE_UP,26501
Everyday,103,2017-03-01,"Ariana Grande, Future",https://open.spotify.com/track/3FiE2d325mIOc4YjkSLVJR,Canada,top200,MOVE_UP,26365
What They Want,104,2017-03-01,Russ,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv,Canada,top200,MOVE_UP,26308
Shed a Light,105,2017-03-01,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Canada,top200,MOVE_DOWN,26170
Myself,106,2017-03-01,NAV,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,Canada,top200,SAME_POSITION,25945
Incredible,107,2017-03-01,Future,https://open.spotify.com/track/3IJPE9ICRq5PxVZxdv1sEv,Canada,top200,MOVE_DOWN,25898
My Way,108,2017-03-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Canada,top200,MOVE_DOWN,25861
True Love,109,2017-03-01,DiRTY RADiO,https://open.spotify.com/track/7q02j5zwOqQOXm21IaPMlY,Canada,top200,MOVE_UP,25843
Low Life (feat. The Weeknd),110,2017-03-01,Future,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,Canada,top200,MOVE_DOWN,25790
Cake - Challenge Version,111,2017-03-01,"Flo Rida, 99 Percent",https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,Canada,top200,MOVE_DOWN,25725
Panda,112,2017-03-01,Desiigner,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,Canada,top200,MOVE_DOWN,25654
Thinking out Loud,113,2017-03-01,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Canada,top200,MOVE_UP,25072
Taped up Heart (feat. Clara Mae),114,2017-03-01,KREAM,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,Canada,top200,MOVE_UP,25057
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",115,2017-03-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Canada,top200,MOVE_DOWN,24950
Draco,116,2017-03-01,Future,https://open.spotify.com/track/67dyMPOUsbZ9Yg06PnfAAh,Canada,top200,MOVE_DOWN,24782
Dynamite (feat. Pretty Sister),117,2017-03-01,Nause,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,Canada,top200,MOVE_UP,24740
Location,118,2017-03-01,Khalid,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,Canada,top200,MOVE_DOWN,24687
Photograph,119,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Canada,top200,MOVE_UP,24467
Trouble,120,2017-03-01,"R3HAB, VÃRITÃ",https://open.spotify.com/track/3A2waEDfZQfl6RNOn8Y1xW,Canada,top200,MOVE_UP,24422
Some Kind Of Drug (feat. Marc E. Bassy),121,2017-03-01,G-Eazy,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,Canada,top200,MOVE_DOWN,24117
Treat You Better,122,2017-03-01,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Canada,top200,MOVE_UP,23959
Controlla,123,2017-03-01,Drake,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,Canada,top200,MOVE_DOWN,23873
Kelly Price (feat. Travis Scott),124,2017-03-01,Migos,https://open.spotify.com/track/204U3zjm9kkzX25Pr4Rdld,Canada,top200,MOVE_DOWN,23789
I Took A Pill In Ibiza - Seeb Remix,125,2017-03-01,Mike Posner,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,Canada,top200,MOVE_UP,23656
How Would You Feel (Paean),126,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Canada,top200,MOVE_DOWN,23492
No Role Modelz,127,2017-03-01,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,Canada,top200,MOVE_UP,23407
All We Know,128,2017-03-01,"The Chainsmokers, Phoebe Ryan",https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,Canada,top200,MOVE_DOWN,23378
Capsize,129,2017-03-01,"FRENSHIP, Emily Warren",https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,Canada,top200,MOVE_DOWN,23208
Needed Me,130,2017-03-01,Rihanna,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,Canada,top200,MOVE_DOWN,23195
Sidewalks,131,2017-03-01,"The Weeknd, Kendrick Lamar",https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,Canada,top200,MOVE_UP,23047
Litty (feat. Tory Lanez),132,2017-03-01,"Meek Mill, Sound M.O.B.",https://open.spotify.com/track/5J5PXmMdQ2nh1lZOal8KmK,Canada,top200,SAME_POSITION,23042
Too Many Years,133,2017-03-01,"Kodak Black, PnB Rock",https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz,Canada,top200,MOVE_UP,22947
Chantaje (feat. Maluma),134,2017-03-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Canada,top200,MOVE_DOWN,22943
Look At Me!,135,2017-03-01,XXXTENTACION,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw,Canada,top200,NEW_ENTRY,22927
White Iverson,136,2017-03-01,Post Malone,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,Canada,top200,MOVE_DOWN,22887
Up,137,2017-03-01,NAV,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye,Canada,top200,MOVE_UP,22532
Let It Go,138,2017-03-01,James Bay,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,Canada,top200,MOVE_UP,22328
Six Feet Under,139,2017-03-01,The Weeknd,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,Canada,top200,MOVE_UP,22280
Scars To Your Beautiful,140,2017-03-01,Alessia Cara,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,Canada,top200,MOVE_UP,22268
Heavy (feat. Kiiara),141,2017-03-01,Linkin Park,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,Canada,top200,MOVE_DOWN,22079
Outlet,142,2017-03-01,Desiigner,https://open.spotify.com/track/6E39QsoWB7JjphPF9xCQSN,Canada,top200,MOVE_DOWN,22051
OOOUUU,143,2017-03-01,Young M.A,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,Canada,top200,MOVE_DOWN,21992
Rent Money,144,2017-03-01,Future,https://open.spotify.com/track/4Zxdw0Hno7YDu0IzvY76Qo,Canada,top200,MOVE_DOWN,21965
Oceans Away,145,2017-03-01,A R I Z O N A,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,Canada,top200,MOVE_DOWN,21844
"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",146,2017-03-01,"Nick Jonas, Nicki Minaj",https://open.spotify.com/track/4nDfc6F2uVcc6wdG7kBzWO,Canada,top200,SAME_POSITION,21735
Four Leaf Clover - Klowds Remix,147,2017-03-01,Christian Hudson,https://open.spotify.com/track/1rBI8NN1afzViJMGgTc2AG,Canada,top200,MOVE_UP,21518
We Don't Talk Anymore (feat. Selena Gomez),148,2017-03-01,Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,Canada,top200,MOVE_UP,21394
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,149,2017-03-01,Ed Sheeran,https://open.spotify.com/track/1KqvRRQd3lfM0pAlkGPrgD,Canada,top200,MOVE_DOWN,21376
PRBLMS,150,2017-03-01,6LACK,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO,Canada,top200,MOVE_UP,20881
"Lose Yourself - From ""8 Mile"" Soundtrack",152,2017-03-01,Eminem,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,Canada,top200,MOVE_DOWN,20773
'Till I Collapse,153,2017-03-01,"Eminem, Nate Dogg",https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,Canada,top200,MOVE_DOWN,20732
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",154,2017-03-01,Lil Wayne,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,Canada,top200,SAME_POSITION,20711
Cheap Thrills,155,2017-03-01,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,Canada,top200,MOVE_DOWN,20698
beibs in the trap,156,2017-03-01,Travis Scott,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,Canada,top200,MOVE_UP,20440
Million Reasons,157,2017-03-01,Lady Gaga,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,Canada,top200,MOVE_UP,20195
Work from Home (feat. Ty Dolla $ign),158,2017-03-01,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Canada,top200,MOVE_DOWN,20191
Good For It,159,2017-03-01,NAV,https://open.spotify.com/track/2Bli1Wbi5mRa1BcVJaZ1m4,Canada,top200,MOVE_UP,20183
Come and See Me (feat. Drake),160,2017-03-01,PARTYNEXTDOOR,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd,Canada,top200,MOVE_DOWN,20170
Jumpman,161,2017-03-01,"Drake, Future",https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,Canada,top200,MOVE_DOWN,20066
Love Yourself,162,2017-03-01,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,Canada,top200,MOVE_UP,20030
Fire In My Soul,163,2017-03-01,Walk Off the Earth,https://open.spotify.com/track/0dKDwt7DP0uH4XyGaVMtVP,Canada,top200,MOVE_UP,19924
NAV,164,2017-03-01,NAV,https://open.spotify.com/track/0OPfZM09RUjE46nIeJGCfX,Canada,top200,MOVE_DOWN,19917
Money Longer,165,2017-03-01,Lil Uzi Vert,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,Canada,top200,SAME_POSITION,19910
Running Back (feat. Lil Wayne),166,2017-03-01,Wale,https://open.spotify.com/track/2h3i5tGUl6hMu572umjcGo,Canada,top200,MOVE_UP,19708
This Is What You Came For (feat. Rihanna),167,2017-03-01,Calvin Harris,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,Canada,top200,MOVE_DOWN,19676
Champions,168,2017-03-01,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travis Scott, Yo Gotti, Quavo, Desiigner",https://open.spotify.com/track/2nBI3iWLhupR7LyAJ5GGkE,Canada,top200,MOVE_UP,19477
Shining (feat. BeyoncÃ© & Jay-Z),169,2017-03-01,DJ Khaled,https://open.spotify.com/track/3OoZagIW3YK8vjt0ws6NOI,Canada,top200,MOVE_DOWN,19450
Lonely,170,2017-03-01,NAV,https://open.spotify.com/track/11HOTp4KdeOwmn7Ew0GSIs,Canada,top200,MOVE_DOWN,19318
You Don't Know Me - Radio Edit,171,2017-03-01,"Jax Jones, RAYE",https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,Canada,top200,NEW_ENTRY,19259
Back To Back,172,2017-03-01,Drake,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK,Canada,top200,MOVE_DOWN,19253
I Miss You,173,2017-03-01,"Grey, Bahari",https://open.spotify.com/track/1sl5tSzfK1JrcQIcA8rYDy,Canada,top200,MOVE_UP,19218
Ni**as In Paris,174,2017-03-01,"JAY-Z, Kanye West",https://open.spotify.com/track/2KpCpk6HjXXLb7nnXoXA5O,Canada,top200,MOVE_DOWN,19095
Still Here,175,2017-03-01,Drake,https://open.spotify.com/track/433P7tDcIAi6NLnf4Sh6tI,Canada,top200,SAME_POSITION,18931
Riptide,176,2017-03-01,Vance Joy,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,Canada,top200,MOVE_UP,18890
7 Years,177,2017-03-01,Lukas Graham,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,Canada,top200,MOVE_UP,18802
Be the One,178,2017-03-01,Dua Lipa,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol,Canada,top200,MOVE_DOWN,18787
Don't,179,2017-03-01,Bryson Tiller,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,Canada,top200,MOVE_DOWN,18678
Stressed Out,180,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Canada,top200,MOVE_DOWN,18589
Ophelia,181,2017-03-01,The Lumineers,https://open.spotify.com/track/7bTwYGhBdSQ8vuXc76Xint,Canada,top200,MOVE_UP,18549
Let Her Go,182,2017-03-01,Passenger,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,Canada,top200,MOVE_UP,18541
Gold,183,2017-03-01,Kiiara,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,Canada,top200,MOVE_UP,18530
Good Drank,184,2017-03-01,"2 Chainz, Gucci Mane, Quavo",https://open.spotify.com/track/39pS70eeDvyCAF3t8NAlVV,Canada,top200,MOVE_UP,18528
Faded,185,2017-03-01,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,Canada,top200,MOVE_DOWN,18483
Go Flex,186,2017-03-01,Post Malone,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,Canada,top200,MOVE_DOWN,18449
Thumbs,187,2017-03-01,Sabrina Carpenter,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo,Canada,top200,MOVE_UP,18437
Lights Down Low,188,2017-03-01,MAX,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori,Canada,top200,MOVE_DOWN,18316
Into You,189,2017-03-01,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,Canada,top200,MOVE_UP,18130
"i hate u, i love u (feat. olivia o'brien)",190,2017-03-01,gnash,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,Canada,top200,MOVE_DOWN,18128
Work,191,2017-03-01,"Rihanna, Drake",https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,Canada,top200,MOVE_UP,18030
Send My Love (To Your New Lover),192,2017-03-01,Adele,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,Canada,top200,NEW_ENTRY,17759
Lean On (feat. MÃ & DJ Snake),193,2017-03-01,Major Lazer,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,Canada,top200,MOVE_UP,17741
How Far I'll Go,194,2017-03-01,Auli'i Cravalho,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd,Canada,top200,NEW_ENTRY,17701
May We All,195,2017-03-01,"Florida Georgia Line, Tim McGraw",https://open.spotify.com/track/498ZVInMGDkmmNVpSWqHiZ,Canada,top200,NEW_ENTRY,17592
Lookin Exotic,196,2017-03-01,Future,https://open.spotify.com/track/5qdaaB2RYHohGB1vglLuAf,Canada,top200,MOVE_DOWN,17522
You Was Right,197,2017-03-01,Lil Uzi Vert,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,Canada,top200,NEW_ENTRY,17388
Make Love,198,2017-03-01,"Gucci Mane, Nicki Minaj",https://open.spotify.com/track/2KlDzyTJVmOlH1sVTuPcSF,Canada,top200,SAME_POSITION,17266
Sorry,199,2017-03-01,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,Canada,top200,NEW_ENTRY,17256
Versace on the Floor,200,2017-03-01,Bruno Mars,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,Canada,top200,NEW_ENTRY,17230
Despacito (Featuring Daddy Yankee),1,2017-03-01,Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,Chile,top200,SAME_POSITION,224668
El Amante,2,2017-03-01,Nicky Jam,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,Chile,top200,SAME_POSITION,132521
ReggaetÃ³n Lento (Bailemos),3,2017-03-01,CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,Chile,top200,SAME_POSITION,117834
Tu Falta De Querer,4,2017-03-01,Mon Laferte,https://open.spotify.com/track/4skuEIloXWuxxgekKupkEH,Chile,top200,SAME_POSITION,114497
Chantaje (feat. Maluma),5,2017-03-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Chile,top200,SAME_POSITION,108697
Shape of You,6,2017-03-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Chile,top200,SAME_POSITION,105978
Otra vez (feat. J Balvin),7,2017-03-01,Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,Chile,top200,MOVE_UP,105505
AmÃ¡rrame,8,2017-03-01,"Mon Laferte, Juanes",https://open.spotify.com/track/0u13src3QcditRU5VPduML,Chile,top200,MOVE_DOWN,104015
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",9,2017-03-01,Anuel AA,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,Chile,top200,SAME_POSITION,98726
Vacaciones,10,2017-03-01,Wisin,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,Chile,top200,SAME_POSITION,88679
Safari,11,2017-03-01,"J Balvin, Pharrell Williams, BIA, Sky",https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,Chile,top200,SAME_POSITION,86054
Amor Completo,12,2017-03-01,Mon Laferte,https://open.spotify.com/track/00kIWJu9IHiQ6i0qJAU0Z9,Chile,top200,SAME_POSITION,85174
La Rompe Corazones,13,2017-03-01,"Daddy Yankee, Ozuna",https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,Chile,top200,SAME_POSITION,84812
Me RehÃºso,14,2017-03-01,Danny Ocean,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,Chile,top200,SAME_POSITION,84273
Te Quiero PaÂ´Mi,15,2017-03-01,"Don Omar, Zion & Lennox",https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,Chile,top200,SAME_POSITION,78485
Vente Pa' Ca (feat. Maluma),16,2017-03-01,Ricky Martin,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,Chile,top200,SAME_POSITION,77596
